cliente,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
GABRIEL CRUZ,filé de frango,arroz,,,,,,,,,,,,,,,,
VICTOR SILVA,refrigerante,frutas,molho de tomate,pão,manteiga,queijo,presunto,geleia,farinha de trigo,granola,batata frita,,,,,,,
WEMERSON CRUZ,sopa pronta,sorvete,torrada,banana,molho pesto,,,,,,,,,,,,,
SÁVIO NÁPOLES,hambúrguer,batata frita,,,,,,,,,,,,,,,,
ALYSON NÁPOLES,espumante,cebola,massa de pizza,mel,,,,,,,,,,,,,,
ALYSON SANTOS,abacaxi,banana,sorvete,patê,cenoura,sorvete,manteiga,cebola,,,,,,,,,,
GUSTAVO CRUZ,azeitona,massa de pizza,castanhas,água tônica,geleia,,,,,,,,,,,,,
VICTOR MASSI,limão,carvão,picanha,cerveja,salsicha,vodka,sardinha enlatada,amendoim,,,,,,,,,,
WEMERSON SILVA,açúcar,mostarda,água tônica,desinfetante,gelatina,verduras,detergente,maçã,,,,,,,,,,
PEDRO RODRIGUES,mostarda,sal,alho,cenoura,farinha de trigo,feijão,,,,,,,,,,,,
DANIEL SANTOS,salsicha,maionese,,,,,,,,,,,,,,,,
ALYSON LIMA,molho pesto,sabão,carvão,picanha,cerveja,,,,,,,,,,,,,
WEMERSON RODRIGUES,presunto,molho de tomate,laranja,salada,alface,,,,,,,,,,,,,
DAVI NÁPOLES,uva,azeitona,morango,tomate,chocolate,sorvete,leite,molho pesto,salsicha,café,bolo,,,,,,,
ALYSON SOARES,carvão,picanha,,,,,,,,,,,,,,,,
ALYSON NÁPOLES,cogumelo,maçã,maionese,bisnaguinha,,,,,,,,,,,,,,
FILIPE SOARES,vodka,lasanha,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,whisky,batata frita,barra de cereal,sal,vodka,lasanha,,,,,,,,,,,,
SERGIO MASSI,óleo de soja,ervilha,,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,manga,barra de cereal,nutella,abacaxi,presunto,sopa pronta,carvão,picanha,,,,,,,,,,
SÁVIO SOARES,granola,pudim,vinho,queijo,presunto,,,,,,,,,,,,,
ALYSON SILVA,gelatina,sorvete,,,,,,,,,,,,,,,,
LUIZ BANDEIRA,pizza,refrigerante,lasanha,,,,,,,,,,,,,,,
GABRIEL SANTOS,lasanha,manteiga,cogumelo,atum enlatado,molho branco,abacaxi,lasanha,,,,,,,,,,,
SÁVIO MASSI,manteiga,arroz,,,,,,,,,,,,,,,,
DANIEL MASSI,massa de pizza,sabão,sorvete,mel,atum enlatado,,,,,,,,,,,,,
SERGIO COSTA,milho verde,chá,,,,,,,,,,,,,,,,
ALYSON DEMARQUE,maionese,granola,linguiça,,,,,,,,,,,,,,,
DAVI LIMA,salada,azeite,vinagre,vinagre,patê,,,,,,,,,,,,,
OTÁVIO OLIVEIRA,vinho tinto,queijo,presunto,pão,alho,,,,,,,,,,,,,
SÁVIO CRUZ,geleia,pimenta,nhoque,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,vinho tinto,queijo,presunto,água de coco,manga,,,,,,,,,,,,,
ALYSON BANDEIRA,cenoura,leite,energético,palmito,amendoim,banana,detergente,,,,,,,,,,,
GUSTAVO CRUZ,barra de cereal,cerveja artesanal,carvão,picanha,,,,,,,,,,,,,,
SÁVIO LIMA,detergente,sorvete,barra de cereal,atum enlatado,morango,cerveja artesanal,pepino,vodka,sorvete,salsicha,,,,,,,,
PEDRO CARDOSO,sardinha enlatada,cereal,açúcar,lasanha,milho verde,amendoim,pizza,refrigerante,cerveja artesanal,maionese,,,,,,,,
PEDRO COSTA,uva,chocolate,sorvete,,,,,,,,,,,,,,,
GABRIEL SILVA,vinagre,amendoim,,,,,,,,,,,,,,,,
DANIEL SOARES,cenoura,verduras,,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,batata frita,suco,desinfetante,cebola,,,,,,,,,,,,,,
OTÁVIO RODRIGUES,carvão,picanha,cerveja,,,,,,,,,,,,,,,
OTÁVIO DEMARQUE,presunto,linguiça,gelatina,hambúrguer,batata frita,cerveja,catchup,,,,,,,,,,,
WEMERSON COSTA,presunto,catchup,,,,,,,,,,,,,,,,
OTÁVIO CARDOSO,suco de laranja,pão,manteiga,cerveja,,,,,,,,,,,,,,
SERGIO OLIVEIRA,uva,tempero pronto,molho branco,hambúrguer,batata frita,mostarda,pizza,pepino,,,,,,,,,,
WEMERSON SANTOS,água de coco,granola,,,,,,,,,,,,,,,,
JOÃO CARDOSO,palmito,sardinha enlatada,,,,,,,,,,,,,,,,
ALYSON MASSI,açúcar,mel,,,,,,,,,,,,,,,,
DAVI LIMA,tempero pronto,papel higiênico,macarrão,peixe,iogurte,limão,linguiça,vinagre,açúcar,farinha de mandioca,molho branco,geleia,palmito,cenoura,,,,
FILIPE LIMA,linguiça,amendoim,,,,,,,,,,,,,,,,
GABRIEL SILVA,granola,vinagre,,,,,,,,,,,,,,,,
GABRIEL COSTA,azeite,refrigerante,,,,,,,,,,,,,,,,
SÁVIO NETO,amendoim,salada,,,,,,,,,,,,,,,,
LUIZ SILVA,sabão,frango,arroz,feijão,,,,,,,,,,,,,,
JÚLIO CRUZ,presunto,vinho,queijo,pão,nhoque,linguiça,nhoque,,,,,,,,,,,
MAYCON NÁPOLES,tempero pronto,batata,espumante,,,,,,,,,,,,,,,
OTÁVIO SOARES,cebola,filé de frango,,,,,,,,,,,,,,,,
LUIZ SOARES,uva,uva,,,,,,,,,,,,,,,,
GUSTAVO BANDEIRA,sardinha enlatada,maçã,peito de peru,salada,alface,,,,,,,,,,,,,
MAYCON CRUZ,queijo ralado,papel higiênico,molho branco,farinha de trigo,pepino,,,,,,,,,,,,,
SERGIO COSTA,pimenta,nhoque,desinfetante,farinha de trigo,refrigerante,pão,manteiga,queijo,presunto,geleia,,,,,,,,
JÚLIO DEMARQUE,desinfetante,farinha de trigo,cogumelo,salsicha,bolo,,,,,,,,,,,,,
GUSTAVO BANDEIRA,morango,palmito,água de coco,farinha de mandioca,,,,,,,,,,,,,,
JÚLIO CRUZ,alho,água de coco,,,,,,,,,,,,,,,,
PEDRO SOARES,iogurte,nutella,pudim,,,,,,,,,,,,,,,
GABRIEL NETO,espumante,chá,picanha,,,,,,,,,,,,,,,
VANESSA RODRIGUES,cerveja artesanal,kiwi,água tônica,,,,,,,,,,,,,,,
PEDRO SANTOS,manteiga,uva,,,,,,,,,,,,,,,,
JOÃO MASSI,espumante,barra de cereal,banana,suco de laranja,pão,bolo,,,,,,,,,,,,
FILIPE MASSI,catchup,nutella,pão,queijo,,,,,,,,,,,,,,
DAVI NÁPOLES,manteiga,bolo,manga,catchup,,,,,,,,,,,,,,
JOÃO LIMA,gelatina,morango,,,,,,,,,,,,,,,,
JÚLIO SANTOS,maçã,detergente,manteiga,sal,vinagre,alface,,,,,,,,,,,,
SÁVIO COSTA,lasanha,iogurte,uva,azeitona,massa de pizza,detergente,,,,,,,,,,,,
SÁVIO DEMARQUE,água tônica,catchup,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,granola,molho pesto,batata frita,geleia,molho branco,molho branco,lasanha,arroz,,,,,,,,,,
OTÁVIO OLIVEIRA,suco de laranja,pão,,,,,,,,,,,,,,,,
VANESSA OLIVEIRA,molho de tomate,gelatina,granola,vodka,,,,,,,,,,,,,,
MAYCON COSTA,lasanha,ervilha,granola,salsicha,,,,,,,,,,,,,,
FILIPE DEMARQUE,ervilha,sardinha enlatada,,,,,,,,,,,,,,,,
VANESSA SOARES,milho verde,massa de pizza,palmito,barra de cereal,maçã,,,,,,,,,,,,,
JÚLIO SANTOS,iogurte,sardinha enlatada,carvão,picanha,cerveja,salsicha,geleia,lasanha,batata,iogurte,,,,,,,,
OTÁVIO MASSI,salsicha,cogumelo,azeitona,pão,manteiga,,,,,,,,,,,,,
OTÁVIO LIMA,massa de pizza,detergente,abacaxi,,,,,,,,,,,,,,,
VICTOR SANTOS,papel higiênico,salsicha,carvão,picanha,cerveja,vodka,,,,,,,,,,,,
LUIZ NETO,catchup,vinho branco,queijo,pão,vodka,,,,,,,,,,,,,
SERGIO RODRIGUES,café,açúcar,bolo,vinagre,bolo,,,,,,,,,,,,,
FILIPE MASSI,peito de peru,desinfetante,cereal,,,,,,,,,,,,,,,
ALYSON SILVA,macarrão,pepino,picanha,sabão,cenoura,vinho branco,queijo,presunto,pão,,,,,,,,,
WEMERSON BANDEIRA,whisky,cereal,leite,limão,alface,queijo,,,,,,,,,,,,
GUSTAVO BANDEIRA,leite,mel,sardinha enlatada,,,,,,,,,,,,,,,
JOÃO BANDEIRA,cogumelo,uva,cebola,vinho branco,,,,,,,,,,,,,,
VICTOR RODRIGUES,biscoito,limão,,,,,,,,,,,,,,,,
GUSTAVO RODRIGUES,castanhas,whisky,,,,,,,,,,,,,,,,
OTÁVIO CRUZ,molho branco,abacaxi,,,,,,,,,,,,,,,,
VICTOR SANTOS,massa de pizza,whisky,,,,,,,,,,,,,,,,
DAVI SOARES,batata,cerveja,picanha,carvão,salsicha,água de coco,morango,,,,,,,,,,,
DAVI DEMARQUE,palmito,amendoim,suco de laranja,,,,,,,,,,,,,,,
SÁVIO SILVA,manga,manteiga,arroz,frango,pepino,vodka,,,,,,,,,,,,
SÁVIO OLIVEIRA,abacaxi,massa de pizza,,,,,,,,,,,,,,,,
WEMERSON DEMARQUE,atum enlatado,iogurte,linguiça,salada,,,,,,,,,,,,,,
JOÃO CARDOSO,verduras,cogumelo,,,,,,,,,,,,,,,,
DANIEL SOARES,detergente,óleo de soja,macarrão,lasanha,catchup,linguiça,vinho,,,,,,,,,,,
VANESSA COSTA,verduras,geleia,cogumelo,chá,,,,,,,,,,,,,,
PEDRO SILVA,energético,patê,,,,,,,,,,,,,,,,
VICTOR BANDEIRA,mostarda,pepino,,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,lasanha,maçã,pão,presunto,geleia,,,,,,,,,,,,,
GUSTAVO CRUZ,vinho tinto,presunto,,,,,,,,,,,,,,,,
VICTOR COSTA,papel higiênico,azeitona,pizza,refrigerante,,,,,,,,,,,,,,
SERGIO OLIVEIRA,iogurte,presunto,alface,,,,,,,,,,,,,,,
SERGIO CRUZ,cerveja artesanal,catchup,lasanha,refrigerante,banana,vinagre,nutella,biscoito,,,,,,,,,,
MAYCON CRUZ,óleo de soja,feijão,energético,azeite,maionese,vinagre,,,,,,,,,,,,
JÚLIO NÁPOLES,picanha,limão,pimenta,hambúrguer,batata frita,catchup,,,,,,,,,,,,
PEDRO CRUZ,cerveja,carvão,,,,,,,,,,,,,,,,
JOÃO SILVA,chá,salsicha,vodka,uva,presunto,linguiça,,,,,,,,,,,,
WEMERSON CARDOSO,abacaxi,cereal,cebola,cereal,palmito,mel,frango,arroz,feijão,salada,cerveja,,,,,,,
VANESSA LIMA,peito de peru,massa de pizza,,,,,,,,,,,,,,,,
MAYCON BANDEIRA,iogurte,maionese,leite,azeitona,vodka,,,,,,,,,,,,,
OTÁVIO COSTA,banana,vinho tinto,,,,,,,,,,,,,,,,
GABRIEL SANTOS,salada,alface,tomate,cenoura,azeite,vinagre,papel higiênico,salada,manga,,,,,,,,,
JOÃO NETO,salsicha,molho branco,barra de cereal,,,,,,,,,,,,,,,
SÁVIO NETO,queijo ralado,cebola,pepino,linguiça,achocolatado,carne moída,milho verde,,,,,,,,,,,
JOÃO OLIVEIRA,molho pesto,morango,,,,,,,,,,,,,,,,
VICTOR SILVA,farinha de mandioca,laranja,chá,patê,arroz,feijão,energético,cenoura,massa de pizza,leite,gelatina,,,,,,,
VANESSA CARDOSO,patê,papel higiênico,café,,,,,,,,,,,,,,,
ALYSON CARDOSO,sopa pronta,batata frita,queijo ralado,patê,chá,molho de tomate,,,,,,,,,,,,
PEDRO NETO,alface,presunto,uva,gelatina,vinho tinto,,,,,,,,,,,,,
OTÁVIO MASSI,pão,manteiga,queijo,presunto,,,,,,,,,,,,,,
PEDRO SILVA,linguiça,detergente,castanhas,vinagre,bisnaguinha,farinha de mandioca,café,açúcar,bolo,leite,,,,,,,,
WEMERSON MASSI,peixe,abacaxi,,,,,,,,,,,,,,,,
PEDRO SOARES,água de coco,presunto,torrada,abacaxi,macarrão,espumante,,,,,,,,,,,,
VICTOR OLIVEIRA,palmito,barra de cereal,batata frita,pizza,refrigerante,cerveja artesanal,vodka,barra de cereal,,,,,,,,,,
OTÁVIO RODRIGUES,água tônica,biscoito,azeite,cereal,,,,,,,,,,,,,,
SÁVIO SANTOS,chocolate,sorvete,desinfetante,batata,,,,,,,,,,,,,,
SERGIO DEMARQUE,frutas,iogurte,batata,alho,,,,,,,,,,,,,,
DANIEL LIMA,chocolate,sorvete,,,,,,,,,,,,,,,,
SERGIO MASSI,sopa pronta,cerveja artesanal,milho verde,suco,biscoito,,,,,,,,,,,,,
JÚLIO NETO,patê,vodka,vinho branco,queijo,presunto,pão,,,,,,,,,,,,
WEMERSON DEMARQUE,sopa pronta,ervilha,vodka,alho,torrada,,,,,,,,,,,,,
DANIEL CRUZ,vinagre,iogurte,ervilha,catchup,,,,,,,,,,,,,,
VANESSA DEMARQUE,sardinha enlatada,carne moída,carvão,,,,,,,,,,,,,,,
DAVI MASSI,chocolate,leite,salsicha,espumante,,,,,,,,,,,,,,
OTÁVIO CARDOSO,patê,maionese,peito de peru,queijo,bolo,cereal,tempero pronto,mel,pudim,,,,,,,,,
OTÁVIO MASSI,vinho tinto,batata frita,,,,,,,,,,,,,,,,
GUSTAVO COSTA,azeitona,vinagre,óleo de soja,maçã,refrigerante,,,,,,,,,,,,,
GABRIEL OLIVEIRA,cenoura,hambúrguer,molho pesto,,,,,,,,,,,,,,,
VICTOR COSTA,pudim,filé de frango,arroz,feijão,salada,iogurte,picanha,tempero pronto,sardinha enlatada,barra de cereal,,,,,,,,
ALYSON CARDOSO,batata frita,carvão,cerveja,vodka,maionese,,,,,,,,,,,,,
OTÁVIO NÁPOLES,salada,alface,tomate,cenoura,vinagre,maionese,molho de tomate,queijo ralado,desinfetante,mel,,,,,,,,
FILIPE CRUZ,azeitona,whisky,,,,,,,,,,,,,,,,
GABRIEL CRUZ,vinagre,cerveja,picanha,salsicha,chocolate,sorvete,,,,,,,,,,,,
GUSTAVO RODRIGUES,gelatina,peito de peru,laranja,peixe,mel,,,,,,,,,,,,,
VICTOR LIMA,farinha de mandioca,molho de tomate,barra de cereal,pudim,suco de laranja,pão,amendoim,azeite,banana,,,,,,,,,
GUSTAVO SILVA,cenoura,pão,,,,,,,,,,,,,,,,
JOÃO NETO,cereal,manteiga,desinfetante,filé de frango,,,,,,,,,,,,,,
GUSTAVO COSTA,suco,azeitona,amendoim,alface,tomate,,,,,,,,,,,,,
GABRIEL MASSI,alho,catchup,leite,,,,,,,,,,,,,,,
PEDRO SOARES,gelatina,cogumelo,vinho tinto,queijo,presunto,carvão,salsicha,vodka,óleo de soja,,,,,,,,,
DAVI LIMA,sardinha enlatada,cereal,feijão,,,,,,,,,,,,,,,
PEDRO SILVA,castanhas,picanha,papel higiênico,patê,farinha de mandioca,milho verde,alface,azeitona,arroz,frango,salada,papel higiênico,,,,,,
FILIPE RODRIGUES,ervilha,sabão,pudim,pudim,palmito,morango,papel higiênico,açúcar,,,,,,,,,,
OTÁVIO BANDEIRA,cogumelo,banana,vinagre,torrada,nutella,tempero pronto,filé de frango,arroz,,,,,,,,,,
GABRIEL DEMARQUE,cereal,arroz,feijão,frango,salada,castanhas,,,,,,,,,,,,
ALYSON RODRIGUES,detergente,carne moída,,,,,,,,,,,,,,,,
DAVI BANDEIRA,picanha,manga,água de coco,,,,,,,,,,,,,,,
GUSTAVO CARDOSO,molho pesto,cerveja artesanal,verduras,banana,frutas,torrada,sabão,,,,,,,,,,,
DAVI RODRIGUES,limão,achocolatado,gelatina,suco de laranja,pão,bolo,farinha de trigo,,,,,,,,,,,
WEMERSON COSTA,macarrão,água tônica,pizza,refrigerante,verduras,morango,refrigerante,hambúrguer,cerveja,,,,,,,,,
SÁVIO OLIVEIRA,mel,frango,feijão,,,,,,,,,,,,,,,
PEDRO BANDEIRA,bisnaguinha,milho verde,,,,,,,,,,,,,,,,
MAYCON NÁPOLES,azeite,maionese,vinagre,cogumelo,nhoque,iogurte,amendoim,kiwi,,,,,,,,,,
SERGIO CARDOSO,catchup,molho branco,,,,,,,,,,,,,,,,
DANIEL OLIVEIRA,biscoito,mostarda,detergente,castanhas,leite,whisky,azeite,milho verde,,,,,,,,,,
GUSTAVO CRUZ,molho pesto,cenoura,palmito,banana,sardinha enlatada,maçã,suco de laranja,manteiga,bolo,,,,,,,,,
GABRIEL NÁPOLES,presunto,chocolate,sorvete,vinagre,bisnaguinha,azeite,,,,,,,,,,,,
MAYCON NETO,farinha de mandioca,espumante,azeite,,,,,,,,,,,,,,,
WEMERSON NETO,abacaxi,chocolate,leite,tempero pronto,atum enlatado,,,,,,,,,,,,,
GUSTAVO RODRIGUES,bisnaguinha,verduras,sabão,molho branco,molho pesto,queijo,milho verde,,,,,,,,,,,
SERGIO CRUZ,whisky,espumante,queijo,molho de tomate,alface,,,,,,,,,,,,,
WEMERSON BANDEIRA,whisky,cenoura,carvão,cerveja,salsicha,vodka,atum enlatado,picanha,detergente,molho pesto,carne moída,granola,,,,,,
GUSTAVO CARDOSO,batata,alface,,,,,,,,,,,,,,,,
ALYSON DEMARQUE,salada,tomate,,,,,,,,,,,,,,,,
SERGIO SILVA,ervilha,catchup,,,,,,,,,,,,,,,,
FILIPE MASSI,iogurte,frutas,,,,,,,,,,,,,,,,
FILIPE LIMA,azeitona,farinha de mandioca,,,,,,,,,,,,,,,,
GUSTAVO MASSI,uva,pizza,,,,,,,,,,,,,,,,
FILIPE SILVA,laranja,chocolate,,,,,,,,,,,,,,,,
ALYSON NÁPOLES,arroz,feijão,frango,salada,farinha de trigo,,,,,,,,,,,,,
WEMERSON CARDOSO,achocolatado,açúcar,geleia,cebola,mostarda,atum enlatado,,,,,,,,,,,,
FILIPE CRUZ,frutas,uva,,,,,,,,,,,,,,,,
DAVI BANDEIRA,maionese,carvão,picanha,cerveja,vodka,vodka,sopa pronta,espumante,,,,,,,,,,
ALYSON OLIVEIRA,banana,chocolate,sorvete,leite,tempero pronto,iogurte,palmito,uva,pimenta,vinho,queijo,,,,,,,
JÚLIO BANDEIRA,cenoura,abacaxi,salsicha,geleia,,,,,,,,,,,,,,
DAVI COSTA,linguiça,laranja,mel,iogurte,sardinha enlatada,alho,óleo de soja,pão,manteiga,queijo,,,,,,,,
SERGIO OLIVEIRA,massa de pizza,carvão,picanha,cerveja,vodka,,,,,,,,,,,,,
SERGIO SOARES,arroz,feijão,frango,salada,óleo de soja,peixe,catchup,bisnaguinha,vinho tinto,queijo,pão,,,,,,,
DANIEL LIMA,feijão,peito de peru,verduras,desinfetante,pizza,refrigerante,whisky,alface,,,,,,,,,,
DAVI DEMARQUE,azeitona,tempero pronto,,,,,,,,,,,,,,,,
SERGIO DEMARQUE,água tônica,presunto,leite,banana,palmito,,,,,,,,,,,,,
SÁVIO BANDEIRA,desinfetante,cerveja,picanha,carvão,salsicha,banana,amendoim,queijo ralado,,,,,,,,,,
FILIPE COSTA,kiwi,café,açúcar,bolo,leite,,,,,,,,,,,,,
ALYSON SANTOS,desinfetante,batata frita,sal,vinho,,,,,,,,,,,,,,
FILIPE COSTA,maionese,alho,bolo,peito de peru,cebola,uva,vinagre,farinha de trigo,banana,,,,,,,,,
DANIEL COSTA,pizza,refrigerante,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,cenoura,gelatina,batata frita,água tônica,mel,,,,,,,,,,,,,
GUSTAVO COSTA,açúcar,verduras,presunto,vodka,abacaxi,molho de tomate,,,,,,,,,,,,
DAVI SOARES,cebola,biscoito,espumante,,,,,,,,,,,,,,,
JOÃO SILVA,sal,azeite,pizza,refrigerante,,,,,,,,,,,,,,
MAYCON OLIVEIRA,pudim,óleo de soja,milho verde,kiwi,cerveja artesanal,carne moída,lasanha,,,,,,,,,,,
SERGIO COSTA,iogurte,pudim,vinho tinto,queijo,pão,manteiga,,,,,,,,,,,,
PEDRO SILVA,arroz,frango,,,,,,,,,,,,,,,,
JÚLIO SANTOS,linguiça,café,,,,,,,,,,,,,,,,
SÁVIO RODRIGUES,farinha de trigo,açúcar,,,,,,,,,,,,,,,,
LUIZ OLIVEIRA,patê,cogumelo,barra de cereal,presunto,presunto,,,,,,,,,,,,,
SERGIO CARDOSO,azeite,morango,verduras,presunto,,,,,,,,,,,,,,
MAYCON COSTA,molho branco,cenoura,,,,,,,,,,,,,,,,
PEDRO SANTOS,whisky,manga,,,,,,,,,,,,,,,,
GUSTAVO BANDEIRA,vinho branco,queijo,,,,,,,,,,,,,,,,
DAVI MASSI,carne moída,abacaxi,limão,sardinha enlatada,kiwi,castanhas,,,,,,,,,,,,
JOÃO NÁPOLES,açúcar,frango,feijão,salada,,,,,,,,,,,,,,
SERGIO COSTA,laranja,pimenta,,,,,,,,,,,,,,,,
JOÃO OLIVEIRA,arroz,feijão,torrada,patê,vinho tinto,,,,,,,,,,,,,
JÚLIO COSTA,batata,cerveja artesanal,ervilha,cebola,café,açúcar,leite,cenoura,linguiça,,,,,,,,,
SÁVIO SANTOS,banana,suco,,,,,,,,,,,,,,,,
SÁVIO CRUZ,morango,espumante,amendoim,macarrão,bisnaguinha,whisky,alho,salsicha,detergente,,,,,,,,,
MAYCON NÁPOLES,alface,sal,presunto,,,,,,,,,,,,,,,
LUIZ RODRIGUES,arroz,feijão,frango,salada,linguiça,,,,,,,,,,,,,
JÚLIO SILVA,cogumelo,tempero pronto,gelatina,massa de pizza,hambúrguer,,,,,,,,,,,,,
PEDRO OLIVEIRA,arroz,feijão,frango,salada,azeitona,molho branco,sal,ervilha,barra de cereal,,,,,,,,,
LUIZ CARDOSO,vinho branco,presunto,pão,macarrão,espumante,,,,,,,,,,,,,
VICTOR RODRIGUES,chá,alho,,,,,,,,,,,,,,,,
OTÁVIO LIMA,banana,sorvete,,,,,,,,,,,,,,,,
ALYSON NETO,cerveja,picanha,,,,,,,,,,,,,,,,
VANESSA SOARES,pudim,pizza,,,,,,,,,,,,,,,,
LUIZ CRUZ,sal,picanha,carvão,cerveja,vodka,,,,,,,,,,,,,
JOÃO SANTOS,pudim,frutas,,,,,,,,,,,,,,,,
GABRIEL MASSI,peito de peru,palmito,chocolate,sorvete,,,,,,,,,,,,,,
SÁVIO NÁPOLES,morango,vinho branco,,,,,,,,,,,,,,,,
ALYSON MASSI,queijo,batata frita,,,,,,,,,,,,,,,,
LUIZ OLIVEIRA,ervilha,azeitona,verduras,,,,,,,,,,,,,,,
FILIPE MASSI,salsicha,palmito,molho pesto,bolo,massa de pizza,nutella,papel higiênico,,,,,,,,,,,
JOÃO MASSI,amendoim,pepino,bisnaguinha,frutas,água tônica,vinho branco,presunto,granola,,,,,,,,,,
JOÃO CARDOSO,azeitona,espumante,morango,sardinha enlatada,sardinha enlatada,pimenta,,,,,,,,,,,,
MAYCON NETO,catchup,farinha de mandioca,,,,,,,,,,,,,,,,
WEMERSON MASSI,suco,óleo de soja,salada,tomate,cenoura,vinagre,carne moída,,,,,,,,,,,
SERGIO OLIVEIRA,desinfetante,pepino,verduras,catchup,mel,alho,laranja,,,,,,,,,,,
FILIPE COSTA,ervilha,frango,arroz,feijão,torrada,,,,,,,,,,,,,
VICTOR DEMARQUE,manteiga,detergente,,,,,,,,,,,,,,,,
OTÁVIO MASSI,azeite,espumante,cenoura,sal,filé de frango,feijão,farinha de mandioca,,,,,,,,,,,
VANESSA NETO,catchup,molho branco,verduras,manteiga,castanhas,carne moída,,,,,,,,,,,,
GUSTAVO CRUZ,azeitona,chocolate,,,,,,,,,,,,,,,,
WEMERSON SILVA,sal,vinho tinto,queijo,presunto,pão,feijão,açúcar,,,,,,,,,,,
JOÃO SOARES,bisnaguinha,kiwi,,,,,,,,,,,,,,,,
OTÁVIO CRUZ,molho de tomate,vodka,whisky,geleia,manga,cebola,iogurte,,,,,,,,,,,
LUIZ RODRIGUES,frango,feijão,queijo ralado,biscoito,,,,,,,,,,,,,,
WEMERSON RODRIGUES,geleia,peito de peru,pizza,cerveja artesanal,cereal,achocolatado,mostarda,vodka,lasanha,,,,,,,,,
VANESSA SILVA,pimenta,morango,patê,barra de cereal,,,,,,,,,,,,,,
ALYSON BANDEIRA,leite,suco de laranja,,,,,,,,,,,,,,,,
SERGIO SANTOS,molho pesto,carne moída,massa de pizza,gelatina,,,,,,,,,,,,,,
DAVI NETO,refrigerante,massa de pizza,batata,picanha,biscoito,granola,salsicha,espumante,,,,,,,,,,
JÚLIO SILVA,laranja,chá,linguiça,filé de frango,arroz,,,,,,,,,,,,,
GABRIEL NÁPOLES,milho verde,carvão,picanha,cerveja,,,,,,,,,,,,,,
DAVI BANDEIRA,cogumelo,óleo de soja,presunto,desinfetante,espumante,refrigerante,picanha,,,,,,,,,,,
PEDRO NÁPOLES,salsicha,detergente,achocolatado,frango,arroz,,,,,,,,,,,,,
JOÃO RODRIGUES,molho pesto,picanha,sabão,molho de tomate,,,,,,,,,,,,,,
SÁVIO BANDEIRA,geleia,molho branco,cerveja artesanal,sabão,sardinha enlatada,batata,molho pesto,abacaxi,macarrão,,,,,,,,,
SERGIO BANDEIRA,sardinha enlatada,geleia,bisnaguinha,pizza,refrigerante,patê,chá,ervilha,kiwi,tempero pronto,,,,,,,,
ALYSON NÁPOLES,torrada,açúcar,sardinha enlatada,cerveja artesanal,tomate,óleo de soja,energético,,,,,,,,,,,
MAYCON CARDOSO,castanhas,queijo ralado,amendoim,,,,,,,,,,,,,,,
OTÁVIO SILVA,vodka,farinha de trigo,palmito,achocolatado,peixe,massa de pizza,atum enlatado,castanhas,alho,atum enlatado,,,,,,,,
GUSTAVO OLIVEIRA,sabão,alface,farinha de mandioca,queijo ralado,maçã,tempero pronto,uva,cogumelo,arroz,,,,,,,,,
PEDRO DEMARQUE,cenoura,laranja,vinho,queijo,presunto,pão,vinagre,,,,,,,,,,,
GUSTAVO BANDEIRA,água de coco,tomate,,,,,,,,,,,,,,,,
GUSTAVO NÁPOLES,leite,maionese,batata,tomate,filé de frango,,,,,,,,,,,,,
GABRIEL BANDEIRA,vinho branco,queijo,,,,,,,,,,,,,,,,
OTÁVIO SANTOS,açúcar,mostarda,gelatina,pudim,,,,,,,,,,,,,,
FILIPE CARDOSO,ervilha,molho branco,água tônica,frango,arroz,,,,,,,,,,,,,
JOÃO MASSI,nhoque,suco de laranja,pão,bolo,açúcar,,,,,,,,,,,,,
DAVI SILVA,amendoim,palmito,suco de laranja,,,,,,,,,,,,,,,
OTÁVIO COSTA,picanha,peito de peru,tomate,gelatina,pizza,refrigerante,cerveja artesanal,vinho branco,queijo,,,,,,,,,
GABRIEL BANDEIRA,verduras,atum enlatado,,,,,,,,,,,,,,,,
ALYSON RODRIGUES,espumante,pepino,pão,manteiga,queijo,presunto,geleia,,,,,,,,,,,
DANIEL SILVA,água tônica,chá,,,,,,,,,,,,,,,,
SERGIO DEMARQUE,torrada,morango,vinho,queijo,pão,nutella,,,,,,,,,,,,
SERGIO OLIVEIRA,energético,massa de pizza,,,,,,,,,,,,,,,,
OTÁVIO MASSI,sal,salada,cenoura,azeite,vinagre,manteiga,sardinha enlatada,laranja,,,,,,,,,,
ALYSON OLIVEIRA,cebola,azeite,maçã,amendoim,pizza,,,,,,,,,,,,,
MAYCON BANDEIRA,lasanha,pizza,refrigerante,gelatina,alho,,,,,,,,,,,,,
VICTOR DEMARQUE,bolo,manga,,,,,,,,,,,,,,,,
SÁVIO CRUZ,geleia,chocolate,,,,,,,,,,,,,,,,
MAYCON RODRIGUES,vinho branco,queijo,presunto,patê,kiwi,,,,,,,,,,,,,
